"","x"
"366",0.524529703389043
"367",0.122707513630748
"368",-0.362149592720625
"369",0.416356984556876
"370",-1.89162292024733
"371",0.95558024872533
"372",0.896603302790183
"373",-0.958057906318423
"374",-0.631640860672493
"375",-1.48518945628538
"376",-0.375445542954583
"377",1.52107495058846
"378",1.07991820646701
"379",-0.120731697623043
"380",0.740812088694317
"381",1.2240113688385
"382",-0.825098726251989
"383",-0.0526079156441209
"384",-0.437738516287645
"385",-1.33965928171488
"386",-0.970275967123582
"387",1.88084145345728
"388",-1.27837679672268
"389",1.21960421444168
"390",0.0226743794182882
"391",2.31090966095354
"392",-0.257230702972893
"393",0.44659564263099
"394",-0.832685539028874
"395",0.581721763933869
"396",-0.512243791776493
"397",0.538035660057813
"398",0.168935541004913
"399",-0.397597603297017
"400",0.0426137734682253
"401",-0.405018258210059
"402",1.32729284995545
"403",-0.518901355481241
"404",0.633073611156327
"405",2.51515628682121
"406",-0.40584156626493
"407",-0.250939565759771
"408",0.117920597943334
"409",0.490766716281078
"410",-0.146195778933753
"411",1.3133188571587
"412",0.103326539581457
"413",-0.915911583678844
"414",-0.2739035633088
"415",1.8986327120395
"416",-0.368021965453649
"417",0.417613591092293
"418",-0.210440876434498
"419",1.06463619228423
"420",-0.00821232413314955
"421",-0.198317171631218
"422",0.427445039712753
"423",1.14354316366
"424",-0.256750781309818
"425",0.146209308536448
"426",-0.870265014161083
"427",-0.699318592068733
"428",0.00370723988270819
"429",0.934804454259375
"430",1.75038487745557
"431",1.95362415835672
"432",-1.53716497004423
"433",-0.71418951082947
"434",1.46819074161331
"435",-1.45423264032315
"436",0.744760523124151
"437",-0.479597188446991
"438",-0.989960207270332
"439",-0.110330605141036
"440",-1.60319351355546
"441",1.23107520322979
"442",0.203743962884944
"443",0.415827194371812
"444",0.741870494823285
"445",-0.842430625922973
"446",-0.173984835584364
"447",0.894205668708149
"448",0.692001537212998
"449",-1.66115441103382
"450",-1.01660600859473
"451",-0.247404809248541
"452",1.20748682534106
"453",-0.270945228847776
"454",-0.47969723822903
"455",-0.983594345543642
"456",2.20768539538319
"457",-0.0639897964897246
"458",-0.316184810882207
"459",0.0995182589316754
"460",0.201648165040453
"461",-1.069595279292
"462",1.15203613218826
"463",-0.00936424668232948
"464",0.276767970512864
"465",-0.560900146848217
"466",0.567167402006067
"467",0.84993815086261
"468",-0.614719539607756
"469",2.85693899203784
"470",0.579321243295877
"471",0.522043869716725
"472",-1.35710771125248
"473",-0.0959149174506694
"474",-1.46801752775323
"475",-0.0365592243578338
"476",1.89239688074022
"477",0.599023964734885
"478",-0.692780116695386
"479",-0.461297909271475
"480",0.924485502257267
